#SampleID	race
10317.000014303	Caucasian
10317.000014306	Caucasian
10317.000011191	Caucasian
10317.000013935	Caucasian
10317.000013933	Caucasian
10317.000002503	Caucasian
10317.000023343	Caucasian
10317.000023342	Caucasian
10317.000023341	Caucasian
10317.000015305	Caucasian
10317.000004025	Caucasian
10317.000004026	Caucasian
10317.000013685	Caucasian
10317.000013684	Caucasian
10317.000013686	Caucasian
10317.000015364	Caucasian
10317.000014605	Caucasian
10317.000012335	Caucasian
10317.000002171	Caucasian
10317.000002173	Caucasian
10317.000002172	Caucasian
10317.000040401	Caucasian
10317.000009427	Caucasian
10317.000001155	Caucasian
10317.000001151	Caucasian
10317.000010305	Caucasian
10317.000011302	Caucasian
10317.000013995	Hispanic
10317.000010873	Caucasian
10317.000010876	Hispanic
10317.000010879	Caucasian
10317.000018306	Caucasian
10317.000015155	Caucasian
10317.000008955	Caucasian
10317.000005039	Caucasian
10317.000013213	Caucasian
10317.000013214	Caucasian
10317.000006887	Caucasian
10317.000006737	Caucasian
10317.000006736	Caucasian
10317.000001702	Caucasian
10317.000021275	Caucasian
10317.000003969	Caucasian
10317.000006084	Caucasian
10317.000017117	Caucasian
10317.000017111	Caucasian
10317.000014369	Caucasian
10317.000027807	Caucasian
10317.000037565	Caucasian
10317.000028856	Caucasian
10317.000013913	Caucasian
10317.000013912	Caucasian
10317.000028859	Caucasian
10317.000005938	Caucasian
10317.000003578	Caucasian
10317.000003579	Caucasian
10317.000002372	Caucasian
10317.000002371	Caucasian
10317.000023423	Caucasian
10317.000012355	Caucasian
10317.000015262	Caucasian
10317.000017327	Caucasian
10317.000017324	Caucasian
10317.000016458	Caucasian
10317.000010225	Caucasian
10317.000013001	Caucasian
10317.000007104	Caucasian
10317.000014802	Asian or Pacific Islander
10317.000014803	Caucasian
10317.000014801	Caucasian
10317.000005238	Caucasian
10317.000012988	Caucasian
10317.000012985	Caucasian
10317.000012984	Asian or Pacific Islander
10317.000012987	Caucasian
10317.000012983	Caucasian
10317.000010852	Asian or Pacific Islander
10317.000012184	Caucasian
10317.000003761	Caucasian
10317.000009003	Caucasian
10317.000013584	Caucasian
10317.000029245	Asian or Pacific Islander
10317.000003189	Caucasian
10317.000006717	Caucasian
10317.000001726	Caucasian
10317.000003982	Caucasian
10317.000003981	Caucasian
10317.000022443	Caucasian
10317.000002589	Caucasian
10317.000020032	Caucasian
10317.000020034	Caucasian
10317.000002638	Caucasian
10317.000008949A	Caucasian
10317.000014165	Caucasian
10317.000005008	Caucasian
10317.000005009	Caucasian
10317.000005007	Caucasian
10317.000027267	Caucasian
10317.000002258	Caucasian
10317.000004602	African American
10317.000028833	Asian or Pacific Islander
10317.000003372	Caucasian
10317.000005915	Caucasian
10317.000026136	Caucasian
10317.000026135	Caucasian
10317.000022964	Caucasian
10317.000022965	Caucasian
10317.000016714	Caucasian
10317.000016715	Caucasian
10317.000002359	Caucasian
10317.000007651	Caucasian
10317.000006001	Caucasian
10317.000002132	Caucasian
10317.000015928	Caucasian
10317.000013029	Caucasian
10317.000013028	Caucasian
10317.000013023	Hispanic
10317.000001118	Caucasian
10317.000001111	Asian or Pacific Islander
10317.000001116	Caucasian
10317.000001441	Caucasian
10317.000042014	Caucasian
10317.000004162	Caucasian
10317.000004163	Caucasian
10317.000008991	Caucasian
10317.000008999	African American
10317.000023798	Caucasian
10317.000023799	Caucasian
10317.000013563	Hispanic
10317.000022554	Caucasian
10317.000022553	Caucasian
10317.000029154	Caucasian
10317.000023929	Caucasian
10317.000029152	Caucasian
10317.000040144	Caucasian
10317.000039842	Caucasian
10317.000041636	Caucasian
10317.000041632	Caucasian
10317.000015607	Caucasian
10317.000033713	Caucasian
10317.000021239	Hispanic
10317.000005026	Caucasian
10317.000005025	Caucasian
10317.000043164	Caucasian
10317.000001305	Caucasian
10317.000001301	Caucasian
10317.000023375	Caucasian
10317.000026111	Caucasian
10317.000026116	Caucasian
10317.000004881	Caucasian
10317.000028811	Caucasian
10317.000028817	Caucasian
10317.000002336	Caucasian
10317.000002334	Caucasian
10317.000012391	Caucasian
10317.000007675	Caucasian
10317.000002489	Caucasian
10317.000039986	Caucasian
10317.000001685	Caucasian
10317.000013049	Caucasian
10317.000010098	Caucasian
10317.000031035	Caucasian
10317.000011949	Caucasian
10317.000001126	Caucasian
10317.000012947	Asian or Pacific Islander
10317.000012948	Caucasian
10317.000023154	Caucasian
10317.000009596	Asian or Pacific Islander
10317.000009221	Caucasian
10317.000009222	Caucasian
10317.000004077	Caucasian
10317.000001128	Caucasian
10317.000013724	Caucasian
10317.000036147	Caucasian
10317.000002818	Caucasian
10317.000012231	Caucasian
10317.000041617	Caucasian
10317.000013764	Caucasian
10317.000004294	Caucasian
10317.000001099	Caucasian
10317.000011116	Caucasian
10317.000009694	Caucasian
10317.000009693	Caucasian
10317.000001321	Caucasian
10317.000001322	Caucasian
10317.000001325	Caucasian
10317.000006716	Caucasian
10317.000014121	Asian or Pacific Islander
10317.000014122	Caucasian
10317.000022925	Caucasian
10317.000012004	Caucasian
10317.000015385	Caucasian
10317.000003022	Caucasian
10317.000003028	Hispanic
10317.000013061	Caucasian
10317.000001669	Caucasian
10317.000013063	Caucasian
10317.000003809	Caucasian
10317.000010259	Caucasian
10317.000017292	Caucasian
10317.000017293	African American
10317.000001404	Caucasian
10317.000001405	Caucasian
10317.000017746	Caucasian
10317.000034241	Caucasian
10317.000009532	Caucasian
10317.000011969	Asian or Pacific Islander
10317.000011964	Caucasian
10317.000031506	Caucasian
10317.000031057	Caucasian
10317.000036081	Caucasian
10317.000036085	Caucasian
10317.000014241	Caucasian
10317.000011298	Caucasian
10317.000009061	Caucasian
10317.000012928	Caucasian
10317.000012921	Caucasian
10317.000013524	Caucasian
10317.000011039	Caucasian
10317.000011031	Caucasian
10317.000029227	Caucasian
10317.000013295	Hispanic
10317.000003476	Caucasian
10317.000003475	Caucasian
10317.000013299	Caucasian
10317.000003473	Caucasian
10317.000037612	Caucasian
10317.000006803	Caucasian
10317.000006802	Caucasian
10317.000012211	Caucasian
10317.000012212	Caucasian
10317.000016358	Caucasian
10317.000016354	Asian or Pacific Islander
10317.000016355	Caucasian
10317.000016353	Caucasian
10317.000015624	Caucasian
10317.000021159	Caucasian
10317.000001347	Caucasian
10317.000010178	Caucasian
10317.000018032	Caucasian
10317.000015003	Caucasian
10317.000014534	Caucasian
10317.000010115	Caucasian
10317.000014162	Caucasian
10317.000026623	Caucasian
10317.000026622	Caucasian
10317.000023052	Caucasian
10317.000031319	Hispanic
10317.000031313	Caucasian
10317.000035412	Caucasian
10317.000004847	Caucasian
10317.000015908	Hispanic
10317.000015455	Caucasian
10317.000016722	Caucasian
10317.000016728	Caucasian
10317.000001647	Caucasian
10317.000002199	Caucasian
10317.000002191	Caucasian
10317.000001423	Caucasian
10317.000018344	Caucasian
10317.000015261	Asian or Pacific Islander
10317.000018415	Caucasian
10317.000018414	Hispanic
10317.000018411	Caucasian
10317.000017766	Caucasian
10317.000023258	Caucasian
10317.000012906	Caucasian
10317.000012903	Caucasian
10317.000013509	Caucasian
10317.000011012	Caucasian
10317.000005851	Caucasian
10317.000002851	Caucasian
10317.000040145	Caucasian
10317.000038402	Caucasian
10317.000012276	Caucasian
10317.000012275	Caucasian
10317.000002506	Caucasian
10317.000006685	Caucasian
10317.000021296	Caucasian
10317.000027775	Caucasian
10317.000027772	Caucasian
10317.000001363	Caucasian
10317.000001362	Caucasian
10317.000001613	Hispanic
10317.000001247	Caucasian
10317.000010765	Caucasian
10317.000010764	Caucasian
10317.000008949B	Caucasian
10317.000015613	Caucasian
10317.000004864	Caucasian
10317.000005999	Caucasian
10317.000005992	Caucasian
10317.000004719	Caucasian
10317.000016721	Caucasian
10317.000003593	Caucasian
10317.000003594	Caucasian
10317.000003595	Caucasian
10317.000039924	Caucasian
10317.000013312	Hispanic
10317.000001622	Caucasian
10317.000007749	Caucasian
10317.000007748	Caucasian
10317.000003841	Caucasian
10317.000016725	Caucasian
10317.000007746	Caucasian
10317.000016166	Caucasian
10317.000009111	Caucasian
10317.000016727	Caucasian
10317.000043118	Caucasian
10317.000028723	Caucasian
10317.000002711	Caucasian
10317.000002712	Caucasian
10317.000004641	Caucasian
10317.000009533	Caucasian
10317.000011259	Caucasian
10317.000018035	Caucasian
10317.000018033	Caucasian
10317.000005878	Caucasian
10317.000011072	Caucasian
10317.000011073	Caucasian
10317.000011074	Caucasian
10317.000011077	Caucasian
10317.000011369	Caucasian
10317.000003432	Caucasian
10317.000003125	Caucasian
10317.000003439	Caucasian
10317.000013972	Caucasian
10317.000036151	Caucasian
10317.000038424	Caucasian
10317.000012254	Caucasian
10317.000016313	Caucasian
10317.000016315	Caucasian
10317.000003196	Caucasian
